Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb
[CK C7 SK S8 S7 HK H9 DT DQ D9],-,0,0,1,0,1,0,[DK D7],4,0.0000
[HJ CK CQ C7 SK SQ HT HQ H8 D8],H,3,0,1,0,0,0,[C8 D9],0,0.0000
[CJ DJ CA C9 C8 S8 S7 HT HK D7],CD,6,0,1,0,0,0,[CT SQ],13,0.0400
[HJ CA CK CQ C9 ST S8 S7 H9 H8],H,3,0,1,0,1,1,[SK D8],4,0.0000
[CJ HJ DJ C9 C8 SA HT DA DQ D7],CHD,6,2,0,0,0,1,[CK D8],4,0.9200
[CJ CA CQ SA HT H8 H7 DK DQ D9],C,1,1,1,0,0,1,[S8 HQ],3,0.0000
[HJ CT CQ ST SK H7 DT DK D9 D8],H,2,0,2,0,1,1,[CA DQ],14,0.0000
[SJ HJ CT CQ SK SQ S8 HQ H8 DA],SH,3,1,0,0,0,0,[C8 S7],0,0.0000
[CK C9 ST SK S8 HT HK DA DQ D8],-,1,1,2,0,1,0,[DJ DK],6,0.0000
[DJ CT CK SA SK S9 HK H7 DT DK],D,1,1,1,0,0,1,[SQ H8],3,0.0000
[HJ CA CK CQ C7 SA HT H8 DK D8],H,6,1,1,0,1,0,[C8 HK],4,0.4200
[CJ CA CQ C9 C7 SK H7 DQ D9 D7],C,6,1,0,0,0,0,[DJ DA],13,0.8200
[DJ CK SQ S8 HT HK HQ H7 DQ D9],D,1,0,1,0,1,0,[HJ D8],2,0.0000
[CJ DJ CQ C7 SQ S9 S7 H8 D8 D7],CD,2,0,1,0,0,0,[H9 DT],10,0.0000
[HJ C8 C7 ST SK S7 HQ H8 DA DK],H,3,1,1,0,1,0,[DJ CK],6,0.0000
[CJ HJ CK SA S8 S7 HK H9 H8 DT],CH,1,1,1,0,0,0,[SQ D9],3,0.0000
[SJ CK SK S9 S8 HA H8 H7 DA DK],S,2,2,0,0,0,1,[CT CQ],13,0.0000
[CQ ST HA HT HK HQ H9 DQ D9 D8],-,1,1,2,1,1,0,[CJ SJ],4,0.0000
[HJ CK C9 C8 ST SK S9 S7 H7 D8],H,2,0,2,0,1,0,[HT D9],10,0.0000
[CJ CA CQ C9 C7 SK S7 H7 DA DQ],C,6,1,0,0,0,0,[HJ D9],2,0.6100
[CJ SJ CT CQ C9 SA SK S8 H8 DT],CS,5,2,1,0,0,0,[HA D8],11,0.5400
[HJ SA S9 S8 S7 HK H9 DK D8 D7],H,0,1,0,0,0,0,[C8 H7],0,0.0000
[CJ HJ CT SK SQ S8 S7 HK H9 DT],CH,5,0,0,0,0,1,[SJ C8],2,0.1200
[CK CQ C9 C8 S9 HK H9 H7 DT D8],-,2,1,1,0,0,0,[SA SQ],14,0.0000
[SJ HJ CQ C9 S8 HA HT H8 DA DQ],SH,2,2,1,1,0,0,[S7 H9],0,0.0000
[SJ HJ DJ CQ C8 SQ S8 HT DK DQ],SHD,6,1,1,1,0,0,[CA HA],22,0.9000
[SJ CK C9 C7 SA ST S9 DQ D9 D8],S,5,1,1,1,0,0,[CJ H7],2,0.3600
[SJ CA CT C7 ST S7 H9 DK DQ D9],S,2,0,2,0,1,1,[H7 DT],10,0.0000
[SJ CA CQ SA S9 H9 DA DK D9 D7],S,4,2,0,0,0,0,[CJ S7],2,0.3500
[DJ CA CK S9 HT H9 H8 H7 DK DQ],D,2,0,2,0,0,0,[HJ ST],12,0.0000
[SJ DJ CA C9 SA S8 HA HK H9 D9],SD,2,2,1,0,0,0,[DT D8],10,0.0000
[HJ DJ CT C9 C8 HA H8 H7 DT D7],HD,6,1,1,0,0,0,[CA D8],11,0.5700
[C7 ST SK S9 HT HQ H9 H8 DT D8],-,1,0,3,0,1,1,[CA C9],11,0.0000
[HJ C9 C7 SK SQ HA HK H7 DK D9],H,1,1,0,0,0,0,[H9 D7],0,0.0000
[SJ HJ DJ CA S8 HT H8 DA DT D8],SHD,4,1,2,1,0,0,[S7 H7],0,0.0600
[CK C9 C8 C7 SQ HT H8 DT DK DQ],-,2,0,2,0,0,0,[SK H9],4,0.0000
[HJ C9 C8 S8 HA HK H7 DT DK D9],H,2,1,1,0,1,0,[CQ D8],3,0.0000
[SJ CA CK SA SK HK H9 H7 DK D9],S,2,1,0,0,0,1,[C8 D8],0,0.0000
[CJ HJ C8 SA SQ H9 H8 H7 DT D9],CH,1,1,2,1,0,0,[ST HQ],13,0.0000
[SJ HJ CK CQ ST SQ HT HK H7 DA],SH,3,2,2,1,1,0,[SA DQ],14,0.0000
[CA C8 C7 SA SQ S8 DA DK D8 D7],-,4,2,0,0,0,0,[HJ DQ],5,0.0000
[CA CT C8 C7 SA SK S8 HT H8 D7],-,2,1,1,0,0,2,[S7 DK],4,0.0000
[SJ CK C8 S9 S7 HA H9 H7 DT D8],S,2,1,1,0,0,0,[CJ SK],6,0.0000
[SJ CA SK HT H8 DT DQ D9 D8 D7],S,0,0,2,0,0,1,[S9 H9],0,0.0000
[HJ C7 SK S7 HA HT HK H8 DQ D8],H,1,1,1,1,1,0,[CK S9],4,0.0000
[SJ CK C9 SA ST SQ DA DT DQ D7],S,4,2,2,2,0,0,[HJ H7],2,0.1000
[CJ HJ DJ CA CQ C9 ST S8 S7 HA],CHD,6,1,1,0,0,0,[HQ H8],3,0.7600
[DJ CA CK HQ H9 H7 DT DQ D8 D7],D,2,0,1,0,0,1,[C8 D9],0,0.0000
[CT CK C7 S9 HK DA DQ D9 D8 D7],-,1,1,2,0,0,1,[ST HT],20,0.0000
[CJ SJ CA CT CK CQ ST HT HQ DK],CS,8,0,1,0,0,1,[HJ C9],2,0.9900
[CQ C9 SA ST SK S9 HK HQ H7 D7],-,0,1,2,1,2,0,[HT H8],10,0.0000
[HJ CA CT CK CQ C9 S8 H7 DT DQ],H,7,0,1,0,0,0,[DJ SK],6,0.3000
[DJ CA C7 ST SQ S8 HQ H9 D9 D7],D,1,0,1,0,0,1,[H7 DQ],3,0.0000
[DJ CA C8 ST S9 S7 HK DT DK D7],D,3,0,2,0,1,0,[HJ C9],2,0.0000
[DJ CT CQ SK S9 S7 HA HQ DA D7],D,2,2,0,0,0,0,[SJ H9],2,0.0000
[CJ SJ CA CQ C8 SA SQ S8 HQ DK],CS,5,1,0,0,0,0,[H9 H8],0,0.0600
[HJ CA C8 C7 SQ S7 HA HK DT DQ],H,3,1,2,0,0,1,[CK ST],14,0.0000
[CJ SJ CA CT SA S7 H8 DA DQ D9],CS,5,2,0,0,0,0,[CK HQ],7,0.8200
[CJ SJ CT C9 C8 SK S7 HA HK DQ],CS,5,1,0,0,0,0,[SQ D9],3,0.2200
[DJ CA CT CK C7 HA HQ H8 DK D7],D,5,2,1,1,0,0,[SA ST],21,0.6400
[DJ ST SK S7 HA HK HQ H9 DA D7],D,1,2,1,0,1,0,[HJ CA],13,0.0000
[CJ SJ HJ DJ SA S9 HT H9 DK DQ],CSHD,5,1,1,0,1,0,[CT HK],14,0.9000
[SJ CA CT SA ST S9 HA H8 DQ D8],S,3,2,1,1,0,0,[HQ H9],3,0.0000
[CJ SJ CK CQ C8 SK S8 S7 HA HT],CS,6,1,1,1,0,0,[C9 H8],0,0.8700
[HJ DJ CA C7 SA SK HK H7 DQ D7],HD,4,2,0,0,0,0,[DA D9],11,0.0000
[CJ CK CQ SK S8 HA HQ H9 H8 DK],C,2,1,0,0,0,0,[HJ D8],2,0.0000
[CA CT C9 C7 SK SQ HT HK H8 H7],-,2,1,2,0,1,2,[SA DT],21,0.0000
[HJ CQ C8 SQ S9 S8 HT HQ H9 H7],H,2,0,1,0,0,0,[CJ H8],2,0.0000
[CT CQ C8 SA SK S9 S7 HA HT DT],-,2,2,2,1,0,1,[DJ DK],6,0.0000
[SJ HJ CA CQ SA SK SQ HK D8 D7],SH,6,1,0,0,0,0,[CJ C7],2,0.9800
[CK C8 C7 ST S7 HQ H8 H7 D9 D8],-,1,0,2,0,1,0,[HT HK],14,0.0000
[SJ CT C9 C7 ST HQ H7 DK DQ D9],S,2,1,1,1,0,1,[SA HK],15,0.0000
[CJ SJ CA CK C8 SA S8 S7 HA H9],CS,5,2,0,0,0,0,[DJ C7],2,0.8600
[CA CK C8 SA S9 H8 H7 DQ D9 D8],-,5,1,0,0,0,0,[CJ CQ],5,0.0500
[SJ CT CK ST HK H9 H8 H7 DT DQ],S,2,0,2,0,0,1,[C7 DK],4,0.0000
[CJ CA CT CQ C9 SQ HT HK DQ D7],C,3,0,1,0,0,1,[S8 D9],0,0.0000
[SJ HJ CT C7 SA SK SQ DA DT D7],SH,5,2,1,1,0,0,[CQ H9],3,0.7900
[DJ S9 S7 HA HK H9 H7 DA D9 D7],D,1,2,0,0,0,0,[CJ C7],2,0.0000
[C9 S9 S8 S7 HA HK H9 DA DK D9],-,0,2,1,1,1,0,[HJ HT],12,0.0000
[DJ CT C8 SQ S8 HK HQ H9 D8 D7],D,1,0,0,0,0,1,[SK S9],4,0.0000
[CJ SJ DJ CA CQ C9 SQ S7 DK DQ],CSD,6,1,0,0,0,0,[HA H9],11,0.8600
[SJ CT C9 SQ S9 S8 HT H8 DK D9],S,2,0,2,0,0,1,[C8 ST],10,0.0000
[DJ CT C8 C7 HK DA DK DQ D8 D7],D,6,1,0,0,0,0,[CK C9],4,0.6100
[CA CT C8 SA ST SK S7 HA HT HK],-,4,2,2,2,0,0,[CJ D8],2,0.7000
[CA CQ C9 C7 SA ST S8 HA DK D9],-,2,2,1,1,0,1,[S7 D7],0,0.0000
[SJ CK SQ S9 S8 S7 HA HK HQ DK],S,1,1,0,0,0,0,[C9 DQ],3,0.0000
[CA CT CK C7 SQ S7 HK DK D9 D7],-,2,1,0,0,0,2,[HA HQ],14,0.0000
[DJ CT CQ C8 ST S7 HQ H7 DA D9],D,2,1,1,0,1,1,[SK H8],4,0.0000
[DJ CK CQ C8 SQ S8 S7 D9 D8 D7],D,3,0,0,0,0,0,[C9 H8],0,0.0000
[CJ CT ST SK S9 H7 DA DK D9 D8],C,0,1,1,0,1,1,[HK HQ],7,0.0000
[SJ CQ SK SQ S8 HA HK DA DQ D8],S,1,2,0,0,0,1,[CA H7],11,0.0000
[CJ CT C8 C7 ST HQ H8 H7 D9 D8],C,3,0,1,0,0,1,[CA HK],15,0.0000
[CJ HJ CA CT SA S9 HT HQ H7 DK],CH,4,1,1,0,0,0,[SQ DQ],6,0.0000
[HJ CQ C7 SA S8 HT HQ DA DQ D9],H,2,2,1,0,0,0,[C9 DK],4,0.0000
[SJ HJ CT CQ S9 S8 HT HQ DQ D7],SH,2,0,2,0,0,0,[ST S7],10,0.0000
[SJ DJ CT C9 C7 ST S8 DK DQ D9],SD,3,1,1,0,0,0,[HK DA],15,0.0000
[DJ CA CK C8 ST S9 HA HK H9 D8],D,5,1,1,0,0,0,[SJ HQ],5,0.1100
[CK C9 ST SQ S8 HT H7 DT DQ D8],-,1,0,3,0,0,0,[C8 H8],0,0.0000
[DJ CA CT CK CQ SK HT H8 DK DQ],D,5,1,1,1,0,0,[S8 HA],11,0.1100
[CJ SJ DJ CQ C8 C7 S8 HT HK H8],CSD,6,0,2,0,1,0,[DT D9],10,0.5300
[CJ CT C9 ST S8 H8 H7 DQ D8 D7],C,1,0,2,0,1,1,[DT DK],14,0.0000
[DJ CQ C8 ST SQ S9 S8 S7 HT DA],D,1,1,3,1,0,0,[HQ DT],13,0.0000
[SJ CQ C9 SK SQ S9 HK H7 DA D9],S,2,1,1,0,1,0,[DJ HT],12,0.0000
[CA CT CQ ST S9 HT HQ H9 DA D8],-,1,2,2,1,0,2,[SA DQ],14,0.0000
[CA C7 SA ST SQ S8 HA HT D9 D8],-,1,2,2,2,0,1,[HJ DK],6,0.0000
[SJ DJ CQ C7 SQ S8 HK H7 DT DQ],SD,3,1,1,1,0,0,[C9 DA],11,0.0000
[HJ CA CK C9 C7 SK SQ S9 S8 DT],H,5,1,1,1,0,0,[DA D9],11,0.0200
[HJ C9 ST SQ HT H7 DA DQ D9 D8],H,0,1,2,0,0,0,[S8 S7],0,0.0000
[HJ DJ CQ ST S8 HT HQ DT DK D9],HD,2,0,3,0,1,0,[CJ S7],2,0.0000
[CJ SJ CQ SK S8 HA HT HK DA DK],CS,4,2,1,1,0,0,[DJ DQ],5,0.4100
[CJ CT CK SA ST HT HK HQ H9 DK],C,4,2,2,2,0,0,[C8 HA],11,0.0700
[CA CQ C7 SQ S8 S7 HQ H8 DK D9],-,1,0,1,0,0,1,[HT D7],10,0.0000
[CJ CA CK C8 SK SQ S7 H8 DK D9],C,2,0,1,0,0,1,[HT H9],10,0.0000
[DJ CA CQ C8 SK S9 HA H7 D9 D8],D,2,2,1,0,0,1,[SA DT],21,0.0000
[CJ CA CK CQ C7 SK HK H8 H7 DQ],C,4,0,0,0,0,0,[DJ S8],2,0.0000
[CJ HJ DJ CA CK C8 C7 S9 D9 D8],CHD,8,0,0,0,0,0,[C9 D7],0,1.0000
[SJ HJ CA CK S7 HA HT H8 H7 D7],SH,2,1,2,1,0,0,[DT D8],10,0.0000
[HJ DJ CQ C9 SA S8 HT H9 DA D7],HD,5,2,1,0,0,0,[CT D9],10,0.0600
[DJ CQ C8 SK S7 HK DA DQ D9 D8],D,1,1,1,1,0,0,[SQ DT],13,0.0000
[HJ CT C8 C7 SA HA HT H9 DQ D7],H,5,3,0,0,0,1,[CJ DA],13,0.8700
[CT CK CQ C9 ST S8 S7 HT HK DT],-,2,0,3,0,0,1,[D8 D7],0,0.0000
[DJ CQ SA S7 HA HK HQ H9 H7 D8],D,3,2,1,1,0,0,[CT ST],20,0.0000
[DJ CK C7 SA S9 HA H7 DT DK D8],D,2,2,2,1,1,0,[C8 ST],10,0.0000
[DJ CA ST SQ HA HK HQ DK DQ D9],D,0,2,1,0,0,1,[DA D7],11,0.0000
[CK CQ C9 C7 SQ S8 S7 HQ H7 DA],-,2,1,0,0,0,0,[HK D9],4,0.0000
[HJ CA CT C8 ST SK S9 S8 DK DQ],H,3,0,1,0,1,1,[C9 S7],0,0.0000
[DJ CT C7 SK S9 S8 S7 HA H8 DK],D,2,1,1,0,0,1,[CQ DT],13,0.0000
[SJ CK C9 C7 SQ S9 HT HQ H8 DT],S,2,0,2,0,1,0,[S7 HK],4,0.0000
[HJ CT CK C9 SA ST SQ HQ H7 DK],H,3,1,1,1,0,1,[C8 S9],0,0.0000
[CT C9 C8 SA ST SQ S8 H8 DT DQ],-,1,2,2,1,0,1,[HA HQ],14,0.0000
[SJ DJ C8 ST SK S7 HK DA DT DQ],SD,1,1,3,1,1,0,[HT D7],10,0.0000
[HJ CT SK S8 S7 HA HT H7 DT DK],H,1,1,2,1,0,1,[C9 DQ],3,0.0000
[DJ C7 SA SK HK HQ H9 H7 D8 D7],D,2,1,0,0,0,0,[CK C9],4,0.0000
[CJ CT CK C9 S9 HA DA DQ D8 D7],C,5,2,0,0,0,0,[CA C8],11,0.9300
[CJ CQ C8 SA S9 S8 HT H7 DK D8],C,1,2,1,0,0,0,[SQ DA],14,0.0000
[CJ SJ CK ST S9 S8 HK H8 H7 DK],CS,1,1,1,0,0,0,[DA DQ],14,0.0000
[DJ CA CT C7 S7 HK HQ H7 D9 D8],D,3,0,0,0,0,1,[C9 S9],0,0.0000
[SJ CK CQ C9 SQ H9 H8 DT D8 D7],S,2,0,1,0,0,0,[S7 DQ],3,0.0000
[HJ DJ CA C9 C7 SA S9 DA DK DQ],HD,5,2,1,1,0,0,[ST D8],10,0.7100
[DJ CT SA ST SQ H9 H8 DA DQ D8],D,2,2,1,1,0,1,[CK C7],4,0.0000
[CJ SJ C8 SA SK S8 H7 DT DQ D7],CS,2,1,1,0,1,0,[C7 DK],4,0.0000
[CJ DJ CK S8 HQ H8 DA D9 D8 D7],CD,2,1,0,0,0,0,[C9 H9],0,0.0000
[CQ C7 SA S7 HA HK H8 DA D8 D7],-,0,3,1,1,1,0,[HT DQ],13,0.0000
[CJ SJ HJ CQ C9 SA SQ HK DA DK],CSH,5,2,0,0,0,0,[S8 D8],0,0.8200
[HJ CT C8 SA S9 S7 HT HQ H7 DT],H,2,1,2,0,0,0,[SJ DQ],5,0.0000
[CA CK CQ C8 C7 SA HK HQ H9 DA],-,5,3,0,0,0,0,[S9 HA],11,0.7100
[CQ C9 C8 ST S8 HK H9 H7 DK D7],-,2,0,1,0,1,0,[DJ SK],6,0.0000
[CA CK C7 SA SQ HA HQ H8 DA DK],-,2,3,0,0,0,1,[CT DQ],13,0.0000
[CJ DJ C7 SA SQ HQ H7 DA DT D7],CD,3,2,1,1,0,0,[SK H9],4,0.0200
[CJ SJ CT CK S9 S8 DA DT DQ D7],CS,5,1,1,1,0,0,[DJ SQ],5,0.8400
[SJ HJ DJ C7 SA S7 HT HK H8 DA],SHD,4,2,1,0,1,0,[S9 HQ],3,0.1500
[CK C9 C8 ST SK SQ HA HK H9 D7],-,1,1,2,1,2,0,[S9 HT],10,0.0000
[SJ HJ CQ SA HK H9 H8 DT DK D9],SH,2,2,1,1,1,0,[C9 DA],11,0.0000
[CJ CA CQ C8 SK S7 HT H7 DA DK],C,5,1,1,0,0,0,[SJ SQ],5,0.0200
[HJ DJ CT C8 C7 ST H7 DT DQ D7],HD,3,0,2,0,1,0,[H8 DK],4,0.0000
[CJ SJ HJ CA C8 SA ST H8 DK D9],CSH,5,1,2,1,1,0,[HQ DT],13,0.9800
[CJ SJ HJ CT CK S9 S8 HK H8 D8],CSH,5,1,1,0,1,0,[HT DA],21,0.7600
[CQ C8 C7 ST S7 HT HK HQ H9 D7],-,1,0,3,0,1,0,[DT D8],10,0.0000
[CJ SJ DJ C8 SA SQ HQ H9 DT DQ],CSD,5,1,0,0,0,1,[C7 H8],0,0.0200
[CJ HJ DJ CQ C9 ST HT H9 DK DQ],CHD,6,0,2,0,0,1,[CT DT],20,0.1900
[DJ C9 ST SK SQ S7 HT H7 DA D7],D,4,1,2,0,0,0,[CJ SJ],4,0.0000
[HJ CT C8 C7 S9 H9 H8 DT DQ D9],H,3,0,1,0,0,1,[CQ S7],3,0.0000
[DJ ST SK S8 S7 HA HK H9 H8 D8],D,0,1,1,0,1,0,[CQ D9],3,0.0000
[CT SA ST SK HA HT HK DA DK D8],-,1,3,2,2,0,1,[CJ S9],2,0.0800
[SJ DJ CK C8 SQ S9 S8 H7 DA DT],SD,2,1,2,1,0,0,[HT H9],10,0.0000
[CA SA ST SQ S7 HA H8 H7 DT D9],-,0,2,2,1,0,1,[CQ D8],3,0.0000
[SJ CA C8 ST SK SQ S8 H9 H7 D9],S,2,0,1,0,1,0,[DJ D7],2,0.0000
[SJ DJ CA ST SK S9 HA HT HQ DQ],SD,2,1,2,1,1,0,[CQ S7],3,0.0000
[CJ HJ DJ CT C8 C7 HA HK DA D9],CHD,5,2,0,0,0,0,[SJ H9],2,0.9500
[CJ SA ST S9 S8 HT HK H9 H8 DK],C,1,1,2,1,1,1,[CT C7],10,0.0000
[HJ DJ CT CK C8 SQ S9 HA HK D7],HD,3,1,1,0,0,0,[ST DK],14,0.0000
[SJ HJ CT C7 SA HA HT HQ H9 D9],SH,5,2,1,1,0,0,[C8 H7],0,0.8500
[CA CT CQ C9 C7 ST SQ S9 HK D7],-,3,0,1,0,0,2,[DQ D8],3,0.0000
[CT CK CQ S9 S8 HK HQ DQ D8 D7],-,2,1,0,0,0,1,[HJ DA],13,0.0000
[SJ DJ CA CT C9 SK DT DK D9 D8],SD,6,1,1,0,1,0,[CQ SA],14,0.7600
[HJ CT ST S8 HT HK HQ H9 D9 D7],H,1,0,2,0,1,1,[CQ DQ],6,0.0000
[CJ HJ CT C8 SA ST SQ HK D9 D7],CH,2,1,2,1,0,0,[H8 DT],10,0.0000
[SJ CA CT SK HA DA DT DQ D9 D8],S,4,2,1,1,0,0,[CJ S7],2,0.6700
[HJ CQ C9 C8 ST HT HK H7 DQ D9],H,3,1,2,0,1,0,[SJ DA],13,0.0000
[HJ DJ CA C7 SA S9 S7 HA HK H8],HD,4,2,0,0,0,0,[H7 DQ],3,0.1000
[CJ DJ C9 C8 SK S7 HA HQ DQ D9],CD,2,1,0,0,0,0,[S9 S8],0,0.0000
[DJ CA CT SA S7 HQ H8 DQ D9 D8],D,2,2,0,0,0,0,[HJ HA],13,0.0000
[DJ CA C8 SK S7 HT H9 DT DQ D7],D,2,0,2,0,0,0,[CJ S9],2,0.0000
[C7 SA ST SQ S8 HT HK H9 H8 D8],-,0,1,2,1,1,1,[HA D9],11,0.0000
[SJ HJ DJ CK SA SK S8 HK H8 D9],SHD,2,1,0,0,0,0,[H9 D8],0,0.0000
[SJ CQ C7 ST HQ H9 H8 DA DQ D7],S,1,1,2,0,0,0,[HT D9],10,0.0000
[CJ HJ CK CQ SA HA HQ H7 DQ D9],CH,5,2,0,0,0,0,[CA H8],11,0.8500
[SJ HJ CA CK C8 SQ HT HQ D9 D7],SH,6,0,1,0,0,0,[CQ HK],7,0.4000
[SJ HJ C7 SK SQ S9 DA DT DK D8],SH,1,1,2,1,2,0,[ST H7],10,0.0000
[DJ CT C9 SK S8 HQ H9 DA DQ D8],D,2,2,0,0,0,1,[CK SA],15,0.0000
[CJ CA CT CQ C7 SK S9 HT H9 D7],C,6,0,1,0,0,0,[HJ DK],6,0.0000
[HJ CT CK CQ C9 S7 H7 D9 D8 D7],H,6,1,0,0,0,0,[SJ HA],13,0.3600
[CJ HJ C9 C7 S9 HA HK HQ H9 H7],CH,2,1,1,1,1,0,[HT H8],10,0.0000
[HJ CT CQ HT HK H7 DA DT DQ D9],H,1,2,2,1,2,1,[SA DK],15,0.0000
[CK C7 SA S9 S8 H9 DT D9 D8 D7],-,0,1,1,0,0,0,[SQ HK],7,0.0000
[HJ CA CT CQ C8 C7 HQ H7 DK D9],H,7,0,0,0,0,0,[DJ SK],6,0.0200
[CJ SJ CQ C9 SA SQ S8 S7 DT D8],CS,5,1,0,0,0,1,[CA D9],11,0.3700
[HJ CK SA SK HQ H9 DA DK D9 D7],H,0,2,1,0,1,0,[HT HK],14,0.0000
[DJ CA SA ST S9 HA HK H9 H8 DK],D,4,2,1,1,0,0,[CT CK],14,0.1400
[CA CT CQ ST SK SQ HA DK D9 D8],-,2,2,1,1,0,2,[CK SA],15,0.0000
[HJ CA C9 SA S9 HA H9 H7 D9 D8],H,5,2,0,0,0,0,[CJ CT],12,0.8000
[SJ CT CQ C8 C7 SA SQ HK HQ D8],S,3,1,0,0,0,1,[DK D7],4,0.0000
[CT C9 C8 SA HT H9 H8 DK D9 D8],-,4,2,1,1,0,0,[CJ HA],13,0.0000
[CK C9 C7 SK SQ HT H8 H7 DT D8],-,2,0,3,0,0,1,[CT ST],20,0.0000
[HJ CT CQ C8 C7 S7 H9 H7 DA DT],H,5,1,2,1,0,0,[HT H8],10,0.0300
[DJ CT CQ C9 SK S7 HA HK H8 DQ],D,5,2,0,0,0,0,[CK DA],15,0.0300
[DJ CA CK ST SQ S9 HQ H7 DT DQ],D,2,0,2,0,1,1,[CQ SK],7,0.0000
[CQ SK S9 S7 HA HK H9 H7 DT DK],-,0,1,1,0,0,0,[CJ HQ],5,0.0000
[SJ CA CQ SA ST SK S9 HQ DT DK],S,4,1,2,1,1,0,[CJ D8],2,0.0200
[DJ CA CQ SA SQ HT HK H8 DK D9],D,1,1,1,0,1,1,[D8 D7],0,0.0000
[DJ C8 SA S9 HA HT HK H9 DA DT],D,2,3,2,2,0,2,[CA ST],21,0.2100
[CJ C8 SA ST S9 S8 HQ H7 D9 D8],C,1,1,1,1,0,0,[C7 SQ],3,0.0000
[CT C9 C7 SA S8 HQ H7 DT DK D9],-,1,1,1,0,1,1,[S9 H9],0,0.0000
[CA CK CQ C9 C8 HA H9 DA DK DQ],-,6,2,0,0,0,0,[CT S7],10,0.9200
[CA SA ST S9 S8 HK H8 DA DT D8],-,0,2,2,2,1,1,[DJ DK],6,0.0000
[HJ CA CK C9 C7 SA ST HA HT D7],H,5,2,2,2,0,0,[DJ C8],2,0.9400
[HJ DJ C7 ST S7 HA HT H8 DA D8],HD,2,2,2,1,0,0,[CT HQ],13,0.0000
[C9 C7 ST SK S9 S7 HA HT HQ DK],-,1,2,2,2,1,0,[HJ SA],13,0.0000
[CJ CA CT CQ ST SQ HK H7 DA DK],C,2,1,1,0,0,1,[D9 D8],0,0.0000
[C9 SK HT HQ H9 H8 H7 DK D8 D7],-,0,1,1,0,0,0,[S8 DA],11,0.0000
[CJ HJ DJ C9 SA ST HT H9 DT D9],CHD,5,1,2,1,0,1,[CK H8],4,0.3200
[CJ CA CQ C7 SA ST SK HT HK HQ],C,2,1,2,1,1,1,[SQ S7],3,0.0000
[DJ CT CQ C9 SK S7 H9 H8 H7 DQ],D,2,0,1,0,0,1,[HT D7],10,0.0000
[SJ CK CQ C8 SK SQ H9 H7 DK D7],S,6,0,0,0,0,0,[CJ CA],13,0.0000
[CA CK CQ C7 SA SK S9 S7 HA H8],-,5,2,0,0,0,0,[SJ D7],2,0.3800
[CJ HJ DJ CA CK C8 SA S7 H9 H8],CHD,6,1,0,0,0,0,[S8 HK],4,0.7000
[CT CQ ST S9 S8 HT HK HQ DA D7],-,0,1,3,1,0,1,[S7 DT],10,0.0000
[CJ SJ CA SA ST SK S7 HA H7 DT],CS,4,2,1,1,1,1,[C8 H8],0,0.5400
[SJ HJ DJ CT CK CQ C7 SQ DA DK],SHD,6,1,0,0,0,0,[CJ HK],6,0.8500
[HJ S7 HT HK H9 H8 DA DQ D8 D7],H,0,2,1,1,1,0,[S9 HA],11,0.0000
[SJ CA C8 SA S9 S7 HK DA DQ D9],S,3,3,1,1,0,0,[HA HT],21,0.0800
[DJ CK C8 SA ST SQ HK HQ DT D7],D,5,1,2,1,0,0,[CJ CT],12,0.2000
[CJ HJ CT CQ C8 SK S9 H7 DQ D8],CH,4,0,0,0,0,0,[C7 S7],0,0.0000
[CJ CA C9 C8 C7 HK H8 DA DT DQ],C,5,1,1,1,0,0,[S9 HQ],3,0.1000
[CA CT CK C8 C7 SA H7 D9 D8 D7],-,6,1,0,0,0,0,[CJ H9],2,0.6900
[CJ CK C8 S9 S8 HT HK H9 DT D9],C,2,0,2,0,1,1,[CT SK],14,0.0000
[SJ DJ CA CQ C9 HT HQ H7 DA DK],SD,6,1,1,0,0,0,[HJ S7],2,0.7100
[C9 C8 SA SK SQ S8 HQ H8 H7 DT],-,0,1,1,0,0,0,[DQ D9],3,0.0000
[CJ HJ CA ST SK SQ S9 H7 DQ D8],CH,1,1,1,0,1,0,[DA D7],11,0.0000
[CJ CT C7 SK SQ S9 S7 HQ H8 H7],C,2,0,0,0,0,1,[C8 S8],0,0.0000
[CJ SJ CT C9 SQ S9 HT H9 H8 H7],CS,5,0,1,0,0,0,[CA D7],11,0.1000
[CA CT CQ C8 S8 HT HK HQ DK D8],-,3,0,1,0,1,1,[DJ H7],2,0.0000
[CJ CT C9 SK S9 S7 HT H9 H8 D9],C,1,0,1,0,0,1,[D8 D7],0,0.0000
[CA SA SK S9 HA HK HQ H8 H7 D7],-,1,2,0,0,0,1,[DJ CQ],5,0.0000
[SJ DJ CA CT C9 S7 HQ H7 DQ D7],SD,3,0,0,0,0,0,[S9 H8],0,0.0000
[DJ CA C8 S7 HA H8 H7 DQ D8 D7],D,1,2,0,0,0,1,[HK DA],15,0.0000
[CA C7 ST SQ S7 H9 H7 DT DQ D9],-,1,0,2,0,0,1,[DJ HQ],5,0.0000
[CJ CQ C9 ST SK S8 HA HQ H9 DT],C,3,1,2,0,1,0,[DJ C7],2,0.0000
[HJ CK C8 SQ S7 HA HT HK DA DK],H,1,2,1,1,0,0,[SK HQ],7,0.0000
[DJ CK C7 ST S7 HA HT H8 DK D7],D,2,1,2,1,0,0,[SJ H9],2,0.0000
