Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb
[SJ HJ CA CQ SK S8 HA HK HQ H9],SH,4,1,0,0,0,0,[SQ D8],3,0.0000
[DJ CA C9 SA SQ S9 H9 H7 D9 D7],D,3,1,0,0,0,0,[CK C8],4,0.0000
[CJ CQ ST SK S8 HA HQ H9 H7 DQ],C,2,1,1,0,1,0,[CA HK],15,0.0000
[HJ CK CQ C8 ST S8 H7 DT DQ D7],H,4,0,2,0,0,0,[SA H8],11,0.0000
[CJ DJ C9 C7 SK HK HQ DA DT D8],CD,4,1,1,1,0,0,[SJ D7],2,0.5000
[DJ C9 C7 SA SK S7 HT HK H8 H7],D,3,1,1,0,1,0,[CT ST],20,0.0000
[CT SA ST SQ S9 S8 HA H8 DQ D9],-,1,2,1,1,0,0,[C7 DA],11,0.0000
[HJ C8 SA ST S7 HA HT HQ H8 D9],H,2,2,2,2,0,0,[C7 SQ],3,0.0000
[SJ C9 C7 SK S8 HT HK DT DK DQ],S,3,0,2,0,0,0,[SQ DA],14,0.0000
[CJ SJ CA CT CK CQ SA S9 S7 D7],CS,6,1,0,0,0,0,[SQ DK],7,0.8100
[SJ DJ CA CK C9 C8 SK HA HK H7],SD,6,1,0,0,0,0,[SA DQ],14,0.6500
[DJ C9 C7 SK HA H9 H7 DA DT DQ],D,3,2,1,1,0,0,[S8 H8],0,0.0000
[HJ CQ C9 SA ST HK H7 DA DT DK],H,3,2,2,2,0,0,[SJ CA],13,0.9900
[CT CQ C8 C7 DT DK DQ D9 D8 D7],-,4,0,1,0,1,0,[HT HK],14,0.0000
[CQ C8 C7 SA SQ S7 H8 H7 DT D9],-,3,1,1,0,0,0,[SK HK],8,0.0000
[SJ CK CQ C7 ST SK S8 S7 H9 DT],S,4,0,2,0,1,0,[CA HT],21,0.0000
[SJ HJ DJ C8 ST S8 H8 H7 DT D8],SHD,4,0,2,0,0,0,[SA SK],15,0.0000
[CJ SJ DJ CK C9 SA ST S9 HT HK],CSD,5,1,2,1,0,0,[SK HQ],7,0.7600
[CJ DJ CA CT C9 C7 SK SQ S8 D7],CD,6,0,0,0,0,0,[SA HQ],14,0.9600
[DJ CT CK C9 C7 S9 S8 HQ DA D7],D,5,1,0,0,0,0,[C8 H7],0,0.0000
[SJ CK C8 C7 SA HA HK H7 DT D9],S,4,2,1,0,0,0,[S8 D8],0,0.0000
[CA CT SA SQ HK HQ H9 DA D9 D8],-,2,2,0,0,0,0,[S9 DT],10,0.0000
[HJ C9 C7 SK HT HK HQ DQ D9 D7],H,3,0,1,0,0,0,[ST DT],20,0.0000
[C9 C8 SA S9 HA HQ H7 DA DT DK],-,2,3,1,1,0,0,[HJ D7],2,0.0000
[HJ CT CQ SA S9 HT H8 H7 DA D9],H,3,2,1,0,0,0,[CJ C7],2,0.5800
[CJ HJ C8 SQ S9 HK H8 DK DQ D8],CH,3,0,0,0,0,0,[C9 SK],4,0.0000
[SJ CK S7 HA HQ H9 DT D9 D8 D7],S,2,1,1,0,0,0,[C8 DK],4,0.0000
[SJ CA CT SA SK SQ S9 S7 HA DT],S,3,2,1,0,0,0,[C8 DK],4,0.0600
[CJ CA CT CK C9 SA ST HK D8 D7],C,5,1,1,1,0,0,[HA DT],21,0.6900
[CJ DJ CT CK SA SK S9 S8 HA H9],CD,4,2,0,0,0,0,[SQ D7],3,0.2100
[HJ CT C7 ST S8 HK DT DK DQ D9],H,3,0,2,0,1,0,[SQ H8],3,0.0000
[HJ CK SA SK S9 HT HK H7 DT D8],H,2,1,2,0,1,0,[H8 DA],11,0.0000
[CJ HJ C7 HT HQ H7 DA DT DQ D8],CH,3,1,2,1,0,0,[CA HK],15,0.0100
[SJ CT SQ S9 S8 HQ H8 DK DQ D7],S,2,0,0,0,0,0,[CJ C7],2,0.0000
[HJ C9 C8 ST SQ S9 H9 DT DQ D7],H,3,0,2,0,0,0,[C7 HA],11,0.0000
[CJ HJ CA SK S7 HK HQ H9 DA DT],CH,3,1,1,1,0,0,[C9 SQ],3,0.0000
[CK ST SK HT HQ H9 H7 D9 D8 D7],-,1,0,2,0,0,0,[SJ DK],6,0.0000
[C9 SK SQ S8 S7 HT H9 H8 DQ D8],-,1,0,1,0,0,0,[CK ST],14,0.0000
[SJ HJ C7 SA SQ S7 HA HT DQ D7],SH,3,2,1,1,0,0,[CA SK],15,0.3900
[CA CQ ST SK S9 S8 HK H8 DK D7],-,2,0,1,0,1,0,[C8 HA],11,0.0000
[C9 SA SK S9 S8 HA HT HK H9 DT],-,1,2,2,1,1,0,[H7 DK],4,0.0000
[CT CK C8 SK HA HK HQ H8 DK D7],-,3,1,0,0,0,0,[C7 HT],10,0.0000
[DJ CA CK S9 S8 S7 HK HQ DA DQ],D,3,1,0,0,0,0,[CT HA],21,0.0000
[SJ DJ CT CK CQ C9 SQ HT H8 D7],SD,6,0,1,0,0,0,[C8 HA],11,0.9400
[SJ CA C8 C7 SA S9 HA HT H9 D7],S,4,2,1,1,0,0,[S7 DT],10,0.1600
[SJ CA SA ST SQ HK HQ DA D9 D7],S,2,2,1,1,0,0,[CK HA],15,0.1800
[CJ SJ SA S8 HA HT HK HQ DA D7],CS,2,3,1,1,0,0,[CA DK],15,0.1300
[CA CT CK SK S8 HA HK H9 D9 D7],-,3,1,0,0,0,0,[HQ DT],13,0.0000
[SJ C9 C8 C7 S9 HA HK HQ D9 D7],S,4,1,0,0,0,0,[CJ CA],13,0.6700
[CA CK CQ C9 SA S7 HK H7 DT DQ],-,4,1,1,0,0,0,[DJ D8],2,0.0000
[HJ DJ CA SQ S8 S7 HT DK DQ D7],HD,3,0,1,0,0,0,[CJ C8],2,0.0000
[CJ CA CT CQ C8 S9 HA HT HQ H7],C,5,1,1,1,0,0,[HJ D9],2,0.9700
[CJ SJ DJ CA CQ C7 SA S8 S7 DQ],CSD,6,1,0,0,0,0,[H8 D8],0,0.9000
[CJ SJ CT CQ SA SK HT HK DK DQ],CS,4,1,1,0,0,0,[HQ H7],3,0.0000
[SJ DJ CT CK C7 S9 S8 HT DK D8],SD,5,0,1,0,0,0,[CJ ST],12,0.2400
[CT CK C8 ST S9 S8 H9 H8 H7 DT],-,3,0,2,0,0,0,[HJ D9],2,0.0000
[HJ CK C9 SA SK SQ DK DQ D9 D7],H,3,1,0,0,0,0,[HQ DA],14,0.0000
[DJ CT C8 SK S7 HT H9 H8 DA DQ],D,3,1,1,0,0,0,[DT D9],10,0.0000
[SJ HJ C9 ST SQ S9 S8 H8 H7 D9],SH,3,0,1,0,0,0,[HA DT],21,0.0000
[DJ CK CQ C7 SK S8 S7 H7 D8 D7],D,4,0,0,0,0,0,[CT C8],10,0.0000
[C8 C7 ST S7 HQ H9 H8 H7 DQ D9],-,2,0,1,0,0,0,[SK D7],4,0.0000
[SJ DJ C7 ST SQ HA H7 DA DT DQ],SD,3,2,2,1,0,0,[C8 D9],0,0.0000
[HJ DJ C9 C7 ST SQ S9 H9 DK D9],HD,4,0,1,0,0,0,[SA DA],22,0.0000
[CJ SJ CK C7 SA ST SK HK HQ D7],CS,4,1,1,1,0,0,[CQ H9],3,0.3800
[CJ HJ CK SA S7 HT HQ H7 DT D9],CH,3,1,2,0,0,0,[SQ DQ],6,0.0000
[CJ CA C8 SK SQ S8 H9 DA DK DQ],C,3,1,0,0,0,0,[CT S7],10,0.0000
[DJ CK SQ S7 HT HK H9 H7 DA D7],D,2,1,1,0,1,0,[C7 S9],0,0.0000
[CA CQ C9 SA S8 HK HQ H8 DT D9],-,3,1,1,0,0,0,[CT D8],10,0.0000
[CJ SJ HJ C7 ST S7 HA H7 D9 D8],CSH,4,1,1,0,0,0,[SA SK],15,0.7600
[SJ DJ CT CQ C9 C7 SA S9 HT H9],SD,6,1,1,0,0,0,[CJ SQ],5,0.8800
[DJ CA CT CK S7 H9 DA DQ D9 D7],D,4,1,0,0,0,0,[C9 S8],0,0.0000
[CK C9 ST SK S9 HQ H8 DA DQ D9],-,2,1,1,0,1,0,[HJ D7],2,0.0000
[SJ DJ CK SQ S9 HA HT HK HQ H9],SD,3,1,1,1,1,0,[CA H8],11,0.0000
[DJ C8 C7 SA ST S9 S8 HT DT DK],D,3,1,3,1,0,0,[CT DA],21,0.0000
[C8 SQ S8 S7 HA HK HQ H9 H7 DA],-,1,2,0,0,0,0,[DJ C9],2,0.0000
[SJ HJ CA S9 S8 S7 HK DT DK D9],SH,3,0,1,0,1,0,[HT DQ],13,0.0000
[C9 C7 ST SK S9 S7 HK H9 DQ D9],-,2,0,1,0,1,0,[CA H8],11,0.0000
[SJ DJ CA CQ C8 C7 ST DA DK DQ],SD,6,1,1,0,0,0,[CJ S9],2,0.9400
[CT C9 C7 SA SK S9 HQ DT D9 D8],-,3,1,1,0,0,0,[HJ HT],12,0.0000
[SJ CA CQ SA ST S9 HQ H7 DT D8],S,3,1,2,1,0,0,[DA D7],11,0.0000
[CA CK CQ ST S7 HA HT DA DQ D9],-,3,2,2,1,0,0,[HQ H7],3,0.0000
[CJ DJ C9 C8 ST SK SQ HA DA D7],CD,4,2,1,0,0,0,[HJ CA],13,0.9400
[SJ CK SA SK SQ S8 DA DQ D9 D7],S,2,2,0,0,0,0,[DJ H7],2,0.0000
[HJ DJ CA CQ C9 SQ S7 HA HK D8],HD,5,1,0,0,0,0,[C8 S8],0,0.2500
[DJ CA C8 HA H8 DT DK DQ D8 D7],D,3,1,1,0,1,0,[C9 SA],11,0.0000
[CQ C9 SA SQ S9 HA HK H9 DK D8],-,2,2,0,0,0,0,[ST S7],10,0.0000
[HJ CA C8 ST SK SQ HQ H9 H7 DT],H,3,0,2,0,0,0,[S7 DA],11,0.0000
[CJ SJ HJ DJ C9 ST HQ H7 DT D7],CSHD,5,0,2,0,0,0,[S8 HA],11,0.7400
[SJ HJ CA CQ HA HT H9 H7 DA D8],SH,4,2,1,1,0,0,[ST SQ],13,0.0900
[SJ CQ SQ S9 HA DA DQ D9 D8 D7],S,2,2,0,0,0,0,[CJ DJ],4,0.4000
[SJ DJ CQ C8 C7 SA ST S7 HA HQ],SD,5,2,1,1,0,0,[SK HK],8,0.5100
[CJ CT CK C9 C7 H8 H7 DK D9 D8],C,5,0,0,0,0,0,[S8 H9],0,0.0000
[CJ HJ DJ C8 SA SK HK H9 DK D7],CHD,4,1,0,0,0,0,[C7 DT],10,0.3900
[CJ DJ CA CT C8 C7 H8 DA DT D9],CD,6,1,1,1,0,0,[HA H7],11,0.9900
[HJ CT CK CQ C9 C7 HT H8 DK D7],H,6,0,1,0,0,0,[SJ S8],2,0.1200
[HJ CK CQ ST S8 HQ H8 DK D8 D7],H,3,0,1,0,0,0,[CA DT],21,0.0000
[CJ HJ CQ C9 SA S8 S7 HT H7 D7],CH,4,1,1,0,0,0,[HQ DT],13,0.0000
[CJ C9 SA SK HA HT H7 DA DQ D9],C,2,3,1,1,0,0,[HK DT],14,0.0000
[CK SA SK S9 S8 H8 H7 DT D9 D8],-,1,1,1,0,0,0,[SJ DQ],5,0.0000
[HJ DJ CA C8 SA HT HK H9 DT DQ],HD,4,1,2,0,1,0,[C9 DA],11,0.3100
[CJ C9 C8 SA HA HQ H8 H7 DA D8],C,3,3,0,0,0,0,[CT S7],10,0.2600
[HJ CA CT C9 C7 SQ S7 H8 DA D9],H,5,1,0,0,0,0,[SA SK],15,0.4200
[CA CT CK SK S7 HT HQ H9 D9 D7],-,3,0,1,0,0,0,[HA DQ],14,0.0000
[CJ CA C8 SK SQ S8 H7 DT DK D7],C,3,0,1,0,1,0,[CQ C7],3,0.0000
[CJ CA CT C9 SA SQ S9 H8 H7 D7],C,4,1,0,0,0,0,[DJ ST],12,0.8800
[SJ DJ CK CQ SA SK HT HQ H9 D7],SD,4,1,1,0,0,0,[HJ DK],6,0.2200
[CQ C7 SA ST SK S9 DA DT DK DQ],-,2,2,2,2,1,0,[SJ HJ],4,0.0000
[SJ CK C9 ST SK S8 HA HQ H9 DA],S,3,2,1,0,1,0,[HT DK],14,0.0000
[CQ C8 ST SK S8 S7 HK HQ DT D7],-,2,0,2,0,1,0,[DJ CA],13,0.0000
[CJ HJ CT C8 ST S8 HT H9 DT DQ],CH,4,0,3,0,0,0,[H8 D9],0,0.0000
[HJ DJ CA C7 ST SQ S8 S7 H8 D7],HD,4,0,1,0,0,0,[DK D9],4,0.0000
[SJ HJ DJ CA C8 C7 ST HA HK DT],SHD,6,1,2,0,0,0,[CJ D9],2,0.9500
[SJ CK SK S7 HT DA DT D9 D8 D7],S,2,1,2,1,0,0,[CJ H9],2,0.0000
[CA CK C8 S7 HK H9 DK DQ D9 D7],-,3,0,0,0,0,0,[C9 H7],0,0.0000
[DJ CA CQ SK HK DT DK DQ D9 D8],D,3,0,1,0,1,0,[H7 D7],0,0.0000
[DJ CK C8 SA ST HT H8 H7 DT DK],D,3,1,3,1,0,0,[SJ S8],2,0.0000
[CJ SJ CT C8 SQ HA HT H8 DQ D9],CS,4,1,1,1,0,0,[S7 H7],0,0.0000
[SJ CT CQ C9 C7 SA S8 H9 H7 DQ],S,5,1,0,0,0,0,[DJ D9],2,0.0000
[CT CQ C9 ST SQ S8 HK H9 H8 D9],-,3,0,1,0,0,0,[SJ DJ],4,0.0000
[SJ DJ C8 ST S9 S7 HA H7 DA D7],SD,3,2,1,0,0,0,[SQ HT],13,0.0000
[DJ CA CQ C9 ST S8 DK D9 D8 D7],D,4,0,1,0,0,0,[CJ DQ],5,0.0000
[CA C8 ST S8 HA HK H7 DK D9 D7],-,2,1,1,0,0,0,[SJ DJ],4,0.0000
[SJ CA CT SK S8 S7 DT DQ D9 D8],S,3,0,1,0,0,0,[CK DK],8,0.0000
[SJ HJ CQ SK HA HT H9 DT D9 D7],SH,3,1,2,1,0,0,[CJ D8],2,0.2100
[CJ DJ CA CQ HQ H8 H7 DT DQ D8],CD,4,0,1,0,0,0,[C9 H9],0,0.0000
[CJ DJ CK S9 S7 HT HK HQ DQ D8],CD,3,0,1,0,0,0,[HA DK],15,0.0000
[CJ CT C9 ST HA H8 H7 DT DQ D7],C,3,1,2,0,0,0,[HK D8],4,0.0000
[SJ CA CK C9 C8 SA ST S9 HQ DA],S,5,2,1,1,0,0,[CQ DK],7,0.8700
[CJ C9 C8 ST SQ S8 HT H8 DK D7],C,3,0,2,0,0,0,[CK CQ],7,0.0000
[CJ SJ HJ CA SQ S9 HQ H9 DT D7],CSH,4,0,1,0,0,0,[CT HA],21,0.6300
[SJ HJ DJ CA C8 SQ S7 HT DA D9],SHD,5,1,1,0,0,0,[ST D8],10,0.1900
[CJ SJ CA SA SK HQ DA DT DK D8],CS,3,2,1,1,1,0,[DJ D9],2,0.7000
[SJ CK CQ C8 SA ST S7 HK DK D7],S,4,1,1,1,0,0,[C9 S9],0,0.0000
[C8 ST S8 S7 HT HK HQ H9 DA DQ],-,1,1,2,0,1,0,[CK CQ],7,0.0000
[CJ DJ CA C8 C7 S8 S7 HT D9 D8],CD,5,0,1,0,0,0,[HJ SK],6,0.0600
[CJ HJ CK SA S9 HA H9 H8 DK D8],CH,3,2,0,0,0,0,[CQ DA],14,0.4100
[HJ DJ C8 ST SK S8 S7 HA H9 H8],HD,3,1,1,0,1,0,[DA D8],11,0.0000
[CK CQ SK SQ HQ H9 H8 DT DQ D7],-,2,0,1,0,0,0,[CA H7],11,0.0000
[SJ C8 C7 SA SK S9 S7 HQ H8 DK],S,3,1,0,0,0,0,[S8 DT],10,0.0000
[DJ CT C9 C7 SA ST HT HQ H9 H7],D,4,1,2,1,0,0,[S9 DA],11,0.0000
[SJ HJ C9 C8 ST SK S8 S7 DA D7],SH,4,1,1,0,1,0,[CT D8],10,0.1700
[HJ C9 C8 ST S9 HT HQ H9 H7 D7],H,3,0,2,0,0,0,[CA HA],22,0.0000
[CJ DJ C8 C7 SQ HT H9 H8 DT D8],CD,4,0,2,0,0,0,[C9 DK],4,0.0000
[HJ CK CQ C8 ST SK HA HT H9 D8],H,4,1,2,1,0,0,[SQ D7],3,0.0000
[CJ DJ CT CK CQ SK HA HK H8 DK],CD,5,1,0,0,0,0,[SA S8],11,0.4300
[DJ CT ST HT HQ H8 DA DQ D9 D7],D,2,1,2,0,0,0,[CA HA],22,0.0000
[HJ DJ CK C8 SK S9 S8 H7 D9 D7],HD,4,0,0,0,0,0,[S7 DQ],3,0.0000
[CJ DJ C9 ST SK HT HK H8 H7 D8],CD,3,0,2,0,1,0,[S9 S7],0,0.0000
[CK C9 C8 S9 HK HQ H7 DA D9 D8],-,3,1,0,0,0,0,[CA DK],15,0.0000
[CA CQ C7 SA HK HQ H7 DA DK D9],-,3,2,0,0,0,0,[C9 SQ],3,0.0000
[SJ DJ CK SK HT HQ H7 DA DK DQ],SD,3,1,1,0,0,0,[HJ C7],2,0.0500
[SJ CT CQ ST SK H8 H7 DA DK D7],S,3,1,1,0,0,0,[HT DT],20,0.0000
[CJ HJ CK C9 C8 C7 S9 S7 HK H9],CH,6,0,0,0,0,0,[CA DK],15,0.2800
[SJ C9 SK SQ S7 HT HK H8 DK D7],S,2,0,1,0,1,0,[DJ S9],2,0.0000
[CJ CA C7 S7 HA HQ H7 DQ D9 D7],C,3,1,0,0,0,0,[CT SQ],13,0.0000
[CQ C9 SA S7 HA HK H9 H7 DA D9],-,2,3,0,0,0,0,[DJ H8],2,0.0100
[DJ CK C9 SA SQ S9 S8 HT HK H9],D,3,1,1,0,1,0,[HJ ST],12,0.0000
[C9 S9 HT HK HQ H8 H7 DA D8 D7],-,1,1,1,0,1,0,[CJ H9],2,0.0000
[CT CK C7 ST S9 HK DT DQ D8 D7],-,3,0,2,0,0,0,[DJ H9],2,0.0000
[CA C8 ST S7 HA HK HQ DA DT D7],-,2,2,2,1,0,0,[CT HT],20,0.0000
[DJ CA CQ SK SQ HA HT H7 D9 D7],D,3,1,1,1,0,0,[CT C8],10,0.1900
[DJ C8 SA HK H8 DT DK DQ D9 D7],D,2,1,1,0,1,0,[SJ H9],2,0.0000
[C8 SA ST SK SQ S7 HA H9 H8 DQ],-,1,2,1,1,1,0,[HT H7],10,0.0000
[CJ SJ HJ CT C9 C7 SQ S9 S7 HT],CSH,6,0,1,0,0,0,[CK HA],15,0.9600
[SJ CA C9 SK S9 DT DK D9 D8 D7],S,3,0,1,0,1,0,[CQ H9],3,0.0000
[SJ CT C7 SA SK HA HK H8 DT D9],S,3,2,1,0,0,0,[HQ H7],3,0.0000
[C8 SQ S9 S8 S7 HA H9 DK DQ D7],-,1,1,0,0,0,0,[CQ SK],7,0.0000
[CJ HJ CA CT SA S8 HA H8 DA DQ],CH,4,3,0,0,0,0,[C8 D7],0,0.9900
[SJ CA C7 SA S9 S7 H7 DQ D9 D7],S,3,1,0,0,0,0,[SQ H9],3,0.0000
[CT CQ C7 ST SK S8 HA HT HQ DA],-,3,2,2,1,1,0,[CA H8],11,0.0000
[CJ CK CQ C9 SA SK S9 S8 DK D9],C,4,1,0,0,0,0,[H9 D7],0,0.0000
[CJ DJ C8 C7 ST SK SQ H9 H8 D7],CD,4,0,1,0,0,0,[CQ S8],3,0.0000
[CJ C8 C7 SQ S7 HT DA DT DK D8],C,3,1,2,1,1,0,[SA H8],11,0.0000
[CA C9 C8 SQ S7 HT H8 DK DQ D8],-,3,0,1,0,0,0,[S9 H9],0,0.0000
[CJ HJ CT C8 C7 SQ HK HQ H8 DK],CH,5,0,0,0,0,0,[C9 DA],11,0.4500
[SJ HJ CT C8 C7 SK HA HT DT D9],SH,5,1,2,1,0,0,[CJ ST],12,0.8900
[DJ C7 SK SQ S7 HA HQ DA DK D8],D,2,2,0,0,0,0,[CJ D7],2,0.0000
[HJ CA CT CQ C7 S8 HA HK H9 D7],H,5,1,0,0,0,0,[SJ DJ],4,0.9600
[CA CQ C9 C7 SQ HA HK H9 DT D7],-,4,1,1,0,0,0,[H7 D9],0,0.0000
[CT CQ C9 SQ S8 S7 HA HQ DA D9],-,3,2,0,0,0,0,[CK D7],4,0.0000
[CA CT CQ C8 SQ S9 S7 H9 DT DK],-,4,0,1,0,0,0,[DJ DQ],5,0.0000
[SJ HJ CT CK CQ SA SK S7 HT D8],SH,5,1,1,0,0,0,[ST D9],10,0.3900
[SJ CA ST S9 HA H8 H7 DA DK D9],S,2,2,1,0,0,0,[DJ S7],2,0.0000
[CJ DJ CA CT SA HA HK H9 DK D9],CD,4,2,0,0,0,0,[HT D8],10,0.1500
[CJ HJ CA C8 SK HK HQ H9 DK D7],CH,4,0,0,0,0,0,[SQ DQ],6,0.0000
[CQ C9 ST SK SQ S9 HK HQ DT D9],-,2,0,2,0,1,0,[C8 DK],4,0.0000
[CJ DJ CK C8 SA SQ S9 H8 DT D8],CD,4,1,1,0,0,0,[C9 C7],0,0.0900
[CA CK C7 S8 HA HQ DA DQ D9 D8],-,3,2,0,0,0,0,[HJ HT],12,0.1400
[SJ CQ C8 C7 ST S9 H8 DA DK D7],S,4,1,1,0,0,0,[SK H7],4,0.0000
[SJ HJ ST HK HQ H8 DT DK DQ D7],SH,2,0,2,0,1,0,[CK HT],14,0.0000
[SJ HJ C8 C7 SQ S9 S8 S7 DT D9],SH,4,0,1,0,0,0,[DJ H8],2,0.0000
[CA SK S9 S7 HK HQ H9 H7 DQ D8],-,1,0,0,0,0,0,[C8 D7],0,0.0000
[CJ C9 SA SK S7 HQ H7 DT DQ D7],C,2,1,1,0,0,0,[CA ST],21,0.0000
[SJ CQ C9 SA ST SK HA H8 DT D9],S,3,2,2,1,0,0,[C7 D8],0,0.0000
[CJ SJ CK CQ ST SQ S8 HK HQ DQ],CS,4,0,1,0,0,0,[C9 DA],11,0.1000
[CJ HJ CA C8 S9 HT HQ DQ D9 D7],CH,4,0,1,0,0,0,[H8 DT],10,0.0000
[DJ CK CQ SQ S7 HT H8 DA DK DQ],D,3,1,1,0,0,0,[CT HK],14,0.0000
[CJ CT C9 SK SQ H8 DA DK D9 D8],C,3,1,0,0,0,0,[ST HQ],13,0.0000
[CT CK C9 C8 ST S7 HQ H8 DA DK],-,4,1,1,0,0,0,[SQ S9],3,0.0000
[CJ SJ CT CK SA S9 S7 HA HT H9],CS,4,2,1,1,0,0,[DJ S8],2,0.9500
[CJ DJ CQ C8 SQ S9 S7 H9 DT DK],CD,4,0,1,0,0,0,[CA CK],15,0.0000
[SJ DJ CT C9 C8 SQ HK H7 DA DQ],SD,5,1,0,0,0,0,[CK CQ],7,0.2900
[HJ CT C8 C7 SA HK HQ H7 DA D8],H,4,2,0,0,0,0,[ST D7],10,0.0000
[C8 ST S7 HA HT HK HQ H9 DK DQ],-,1,1,2,1,1,0,[DJ CA],13,0.0000
[CK CQ C7 SK SQ S8 HA H8 DA DQ],-,3,2,0,0,0,0,[C8 SA],11,0.0000
[CA C7 ST S9 HK HQ H8 DQ D9 D8],-,2,0,1,0,0,0,[C8 H9],0,0.0000
[SJ CQ C8 SA HQ H9 H7 DK D9 D7],S,3,1,0,0,0,0,[CT HT],20,0.0000
[CK SK SQ S9 HT H9 H8 H7 DQ D7],-,1,0,1,0,0,0,[CQ DT],13,0.0000
[DJ CK ST SK S7 HA HK H9 H8 DQ],D,2,1,1,0,1,0,[CA D9],11,0.0000
[CJ CK C8 SQ S9 S7 H7 DA DK DQ],C,3,1,0,0,0,0,[CQ SK],7,0.0000
[SJ CK SA SQ S8 S7 HK H8 DK D7],S,2,1,0,0,0,0,[ST DA],21,0.0000
[CA C8 SQ S9 S7 HT HK DQ D9 D8],-,2,0,1,0,0,0,[H9 DT],10,0.0000
[ST SK SQ HA HQ H9 H7 DT DK DQ],-,0,1,2,0,0,0,[SJ HT],12,0.0000
[CJ SJ CA CT CK DA DT DK D9 D7],CS,5,1,1,1,1,0,[C8 D8],0,0.9600
[HJ CK C9 SQ S9 S8 HA HT HQ H7],H,3,1,1,1,0,0,[DJ SA],13,0.0000
[HJ CK CQ C9 C8 SK S7 HA HT H7],H,5,1,1,1,0,0,[SJ D8],2,0.6300
[CT SA ST S8 S7 HK HQ DT D8 D7],-,1,1,2,1,0,0,[SQ HA],14,0.0000
[CJ SJ CA CT C8 S9 HT HQ H8 DT],CS,5,0,2,0,0,0,[S8 D7],0,0.0900
[CA CQ C8 SA S9 S8 H8 DT DK DQ],-,3,1,1,0,0,0,[DJ HK],6,0.0000
[CJ DJ C8 S9 S8 HQ H9 H8 H7 D7],CD,3,0,0,0,0,0,[CA DK],15,0.0000
[HJ C9 C8 C7 SA S7 HT H8 DA D9],H,4,2,1,0,0,0,[HQ H7],3,0.0000
[DJ CT CK C9 HA H9 H8 H7 DA DT],D,4,2,1,1,0,0,[CJ CA],13,1.0000
[CJ HJ CK C8 SA HQ H9 H8 DK D7],CH,4,1,0,0,0,0,[HT DA],21,0.0000
[CT SA ST SQ S9 HA H9 DA D8 D7],-,1,3,1,1,0,0,[C9 S8],0,0.0000
[CJ CQ SA SK S8 HA HT HQ DT D7],C,2,2,2,1,0,0,[DJ SQ],5,0.0000
[SJ DJ CT C7 S9 S8 S7 H9 DA D8],SD,4,1,0,0,0,0,[C9 C8],0,0.1900
[HJ CT CK C7 ST S7 HA HK H8 DT],H,4,1,2,0,0,0,[SK HT],14,0.0000
[SJ CQ C9 S9 HA H8 DT DK D8 D7],S,3,1,1,0,1,0,[CJ CK],6,0.5700
[DJ CQ ST S7 HA HK H9 DA D8 D7],D,2,2,1,0,0,0,[CJ HQ],5,0.0000
[HJ CA CT C8 SA ST SK S8 DA DQ],H,4,2,1,1,1,0,[DJ H8],2,0.9200
[C8 SA ST SK S8 HK H7 DA D8 D7],-,1,2,1,1,1,0,[CK C9],4,0.0000
[SJ C7 ST SK S8 HA HT HQ H9 DK],S,2,1,2,1,1,0,[H8 D9],0,0.0000
[CJ SJ CK C8 HT HQ H9 DK DQ D9],CS,4,0,1,0,0,0,[C9 S8],0,0.0000
[SJ DJ CA CK CQ C7 HT HK H7 D7],SD,6,0,1,0,1,0,[DQ D8],3,0.2500
[CJ SJ CK CQ S8 HT HK HQ DT D9],CS,4,0,2,0,0,0,[CA H9],11,0.1700
[CJ HJ CK SQ HA HT HQ DK D8 D7],CH,3,1,1,1,0,0,[CA CT],21,0.4700
[SJ CT CQ C9 ST SQ S9 S8 HA H8],S,4,1,1,0,0,0,[SA DK],15,0.0000
[CJ DJ CT CK CQ C9 SK S9 S8 HA],CD,6,1,0,0,0,0,[C7 DA],11,0.9500
[HJ CT ST SQ S7 HA HT HQ H7 DK],H,2,1,2,1,0,0,[SJ DJ],4,0.0000
[HJ C8 HA HT HQ H9 H8 DQ D9 D8],H,2,1,1,1,0,0,[ST S9],10,0.0000
[CT CK CQ C7 HA HT H8 H7 DA D8],-,4,2,1,1,0,0,[S7 DT],10,0.0300
[SJ CQ C8 ST SK S8 H9 DA D9 D7],S,3,1,1,0,1,0,[CJ DT],12,0.0000
[CJ DJ CA CK SA SQ HA H8 DA D8],CD,4,3,0,0,0,0,[CT H9],10,0.9900
[CJ CK C9 ST SK HA DA D9 D8 D7],C,3,2,1,0,0,0,[CT H7],10,0.0000
[DJ CT CK CQ C8 C7 HK H9 DK D8],D,6,0,0,0,0,0,[ST SK],14,0.0000
[CJ SJ CQ ST S9 HA HT HQ DA D9],CS,3,2,2,1,0,0,[C9 H9],0,0.0800
[CJ ST SK S7 HA HQ H7 DA DT D7],C,1,2,2,1,1,0,[CK C9],4,0.0300
[CJ CA CT CK C9 S8 HK H9 DK D9],C,5,0,0,0,0,0,[H8 H7],0,0.0000
[SJ CA CQ SA ST SK SQ H9 H7 DQ],S,3,1,1,1,0,0,[CJ C8],2,0.8600
[SJ CK C7 SK SQ S8 HT HK H8 D9],S,3,0,1,0,1,0,[HJ DK],6,0.0000
